iter	MultiClass
388	0.04583171063
389	0.04560965626
390	0.04544135491
391	0.04524903919
392	0.04521336251
393	0.04506043723
394	0.0450143866
395	0.04476862374
396	0.04459277612
397	0.04439414534
398	0.04427708346
399	0.04424890967
400	0.04397657691
401	0.04392296867
402	0.04380275631
403	0.04374817718
404	0.04361009718
405	0.04342003619
406	0.04315968323
407	0.04306555913
408	0.04286284636
409	0.04266076869
410	0.04247970647
411	0.04241673051
412	0.04228228231
413	0.04209779813
414	0.04199658284
415	0.04191491597
416	0.04178673593
417	0.04174721002
418	0.04162639133
419	0.04150319168
420	0.04140429123
421	0.04133782865
422	0.04123330463
423	0.04121131362
424	0.04109002378
425	0.0409823828
426	0.04084826147
427	0.04081795814
428	0.04070300416
429	0.04054262435
430	0.04038403182
431	0.04019264956
432	0.04006422246
433	0.04001892843
434	0.0398858306
435	0.03975324354
436	0.03970979659
437	0.03957218363
438	0.0393729019
439	0.03913067845
440	0.03904155618
441	0.03898959257
442	0.03889733678
443	0.03878290725
444	0.03865364763
445	0.03860398217
446	0.03852370897
447	0.03838432788
448	0.0382731144
449	0.03824807402
450	0.03818290893
451	0.03807749862
452	0.0379991666
453	0.03789497428
454	0.03779009854
455	0.03769264737
456	0.03756392051
457	0.0375158751
458	0.03746172366
459	0.0373284662
460	0.03729962775
461	0.03719815676
462	0.03714178019
463	0.0371130626
464	0.03704794551
465	0.03695841217
466	0.03678935821
467	0.03674751662
468	0.03662782531
469	0.03640875868
470	0.0363727383
471	0.03629217155
472	0.03625670882
473	0.03612973781
474	0.03601825903
475	0.03591283767
476	0.03575519317
477	0.03556937837
478	0.03543115803
479	0.03536162275
480	0.03526384047
481	0.03518240512
482	0.03509731864
483	0.03492222785
484	0.03483458224
485	0.0347827429
486	0.03465857837
487	0.0344777285
488	0.0343562431
489	0.03430023333
490	0.03418674878
491	0.03412391416
492	0.03401285848
493	0.0338966829
494	0.03376050727
495	0.03367606423
496	0.03353064866
497	0.03344729438
498	0.03341849827
499	0.03338688252
500	0.03331353139
501	0.03318175965
502	0.03311114926
503	0.03304550567
504	0.03298548132
505	0.03288411962
506	0.03275256913
507	0.03271508367
508	0.0326246052
509	0.03258513571
510	0.0325527589
511	0.03244329752
512	0.03238492916
513	0.03231424812
514	0.03222541672
515	0.03219226138
516	0.03202532632
517	0.03182675601
518	0.03177506715
519	0.03174083712
520	0.0316480489
521	0.03157438176
522	0.03149900439
523	0.03147980861
524	0.03139906987
525	0.03133878999
526	0.03129184961
527	0.03123319926
528	0.03121443474
529	0.03111749911
530	0.03104468545
531	0.03094723956
532	0.0308791897
533	0.03079119605
534	0.0307525594
535	0.03060735471
536	0.03053302423
537	0.03044954321
538	0.03036941645
539	0.03028108333
540	0.0301974269
541	0.03013673228
542	0.03010876003
543	0.03004582868
544	0.0299800973
545	0.0298928455
546	0.02980503193
547	0.02971151779
548	0.02957420485
549	0.02954843267
550	0.02949552506
551	0.02942127018
552	0.02938562268
553	0.02927266945
554	0.02923250051
555	0.02915244885
556	0.02908988196
557	0.0290367482
558	0.02894281938
559	0.02889147406
560	0.02882296548
561	0.02876922226
562	0.02869935639
563	0.02861730267
564	0.02855753378
565	0.02848968994
566	0.02847203003
567	0.02842802318
568	0.02837267243
569	0.02833549148
570	0.02829595749
571	0.02826229337
572	0.02818969301
573	0.02811364745
574	0.02806905878
575	0.0279833967
576	0.02789131645
577	0.0278506323
578	0.02779665867
579	0.02775545663
580	0.02767468478
581	0.02763059866
582	0.02751247597
583	0.02742144315
584	0.02734712007
585	0.02729784875
586	0.02726484574
587	0.02721506282
588	0.02719249636
589	0.02716159747
590	0.02712826478
591	0.02704918772
592	0.02699779109
593	0.02693968675
594	0.02690611098
595	0.02689533527
596	0.02687041092
597	0.02683005046
598	0.02675833662
599	0.02667627433
600	0.02657166962
601	0.02650639298
602	0.02647802395
603	0.02640430627
604	0.02636224002
605	0.02630352558
606	0.02626367087
607	0.02621668789
608	0.02616194085
609	0.0261468592
610	0.02607404158
611	0.02604137043
612	0.02599382099
613	0.02592538308
614	0.02588766839
615	0.02585147584
616	0.02581175576
617	0.02574732
618	0.02568931504
619	0.02560201603
620	0.02554199939
621	0.02549242304
622	0.02538776794
623	0.02535892594
624	0.02531788042
625	0.02527690715
626	0.02521535021
627	0.02517837496
628	0.02515822342
629	0.02514455364
630	0.02509086018
631	0.02499302382
632	0.02493243032
633	0.02485397474
634	0.02484330229
635	0.02478935544
636	0.02473076892
637	0.02470537549
638	0.02463564112
639	0.02461655205
640	0.02450691959
641	0.02446322278
642	0.02442664864
643	0.02438687093
644	0.02436834931
645	0.02434028076
646	0.02426667462
647	0.02425128655
648	0.02423660654
649	0.02417797839
650	0.02411717353
651	0.02404506766
652	0.023977053
653	0.02394711587
654	0.02386051325
655	0.0238197082
656	0.02379137836
657	0.02375847279
658	0.02367845005
659	0.02362838743
660	0.02357973928
661	0.02352667303
662	0.02345326081
663	0.02338615528
664	0.02334352163
665	0.0232876514
666	0.02319528805
667	0.02316234361
668	0.02311361824
669	0.02303538065
670	0.02292951284
671	0.02288057265
672	0.0228514265
673	0.02281446037
674	0.02278947454
675	0.02277625476
676	0.02274563266
677	0.02269620173
678	0.02266460079
679	0.02261940399
680	0.02258341902
681	0.02248936181
682	0.02243543268
683	0.02241146011
684	0.02237577757
685	0.02229154025
686	0.02225541855
687	0.02223685285
688	0.02217249412
689	0.02212054848
690	0.02207169262
691	0.02203836377
692	0.02203030684
693	0.02200281275
694	0.02192371532
695	0.0218434158
696	0.02179533248
697	0.02175328126
698	0.02167003526
699	0.02164392439
700	0.02161051198
701	0.0215388006
702	0.02148529498
703	0.0214679506
704	0.02145643437
705	0.02140934294
706	0.02135908358
707	0.02130038644
708	0.02128363972
709	0.02125759354
710	0.02123212567
711	0.02118547178
712	0.02116868219
713	0.02112626607
714	0.02111074979
715	0.02108041842
716	0.0210579185
717	0.02104763561
718	0.02101500807
719	0.02096482806
720	0.02092109579
721	0.02089962815
722	0.02088101357
723	0.02085293821
724	0.02082250757
725	0.0207870512
726	0.02074958511
727	0.0207281009
728	0.02070894903
729	0.02068651598
730	0.02064856835
731	0.02058310582
732	0.02055029921
733	0.02052703172
734	0.02050792279
735	0.02047045159
736	0.02044507205
737	0.0204141948
738	0.02034841701
739	0.0202952772
740	0.02026491416
741	0.02023787128
742	0.02019876094
743	0.02018150533
744	0.02013166667
745	0.02011319506
746	0.02008384719
747	0.02006332344
748	0.01999892471
749	0.0199705033
750	0.01994529164
751	0.01989958224
752	0.01988757206
753	0.01985960108
754	0.01980986234
755	0.01976177073
756	0.01973773316
757	0.01970027005
758	0.01965320748
759	0.01964170203
760	0.01959194794
761	0.01953742702
762	0.01951923117
763	0.01946924626
764	0.01942498988
765	0.01940622513
766	0.01938887598
767	0.01936012511
768	0.01929233596
769	0.01926574351
770	0.01924177313
771	0.01922348274
772	0.0191781433
773	0.0191550873
774	0.01909918358
775	0.01907786966
776	0.0190341899
777	0.01902409161
778	0.01898546229
779	0.01896232258
780	0.01891636516
781	0.01887513686
782	0.01884694158
783	0.0188300408
784	0.01881210641
785	0.01879348094
786	0.0187601766
787	0.01872646456
788	0.01871128702
789	0.01865472265
790	0.01861617816
791	0.01857263693
792	0.01854888668
793	0.01851075126
794	0.01846706946
795	0.01845963961
796	0.01845006656
797	0.01843215309
798	0.01841083186
799	0.01838093387
800	0.01835651168
801	0.01833749324
802	0.01830521237
803	0.01826903367
804	0.01825634303
805	0.01822042246
806	0.01816510778
807	0.01811295342
808	0.01807928387
809	0.01806190594
810	0.0180481465
811	0.01799288304
812	0.01794048388
813	0.01791969583
814	0.0178849232
815	0.01786574643
816	0.01783488901
817	0.01776701012
818	0.01775627308
819	0.0177363156
820	0.01770567103
821	0.01767424317
822	0.01763111079
823	0.01761362486
824	0.0175573132
825	0.01751354777
826	0.0174957444
827	0.01746244484
828	0.01743086556
829	0.01740295717
830	0.01735582052
831	0.01731282847
832	0.01728415669
833	0.01723981408
834	0.0172330024
835	0.01722021452
836	0.01720771368
837	0.01717650978
838	0.01713579607
839	0.01709786364
840	0.01708905362
841	0.01706497882
842	0.01704917498
843	0.01703929006
844	0.01701293136
845	0.0170011133
846	0.01694938193
847	0.01693075877
848	0.01690482702
849	0.01687317535
850	0.01684977921
851	0.01681587332
852	0.01677843941
853	0.01675854211
854	0.01674409852
855	0.016713412
856	0.01667819639
857	0.01662676873
858	0.01660379789
859	0.01659449577
860	0.01657508481
861	0.01652549511
862	0.01650196662
863	0.01648884327
864	0.01646475675
865	0.01641651296
866	0.01639816576
867	0.01637570467
868	0.01634820787
869	0.01632377109
870	0.01628764593
871	0.01627580531
872	0.01625964033
873	0.01624068131
874	0.01622106619
875	0.01620879328
876	0.01619699394
877	0.01617537664
878	0.01615844281
879	0.01613317739
880	0.0161066522
881	0.01609601452
882	0.01606866458
883	0.01605245383
884	0.01601638626
885	0.01600363138
886	0.01598070526
887	0.01594310914
888	0.01590332395
889	0.01587207878
890	0.01584761627
891	0.01582887436
892	0.01581255832
893	0.01578740206
894	0.0157575622
895	0.01573238347
896	0.01571431606
897	0.01570281105
898	0.01568532144
899	0.01567944806
900	0.01565904381
901	0.01561367712
902	0.01559484761
903	0.01558538542
904	0.01556553809
905	0.01555051509
906	0.01554165626
907	0.01550246982
908	0.01547402457
909	0.01545182448
910	0.01540666466
911	0.01538635411
912	0.01536464511
913	0.01531328141
914	0.01530054862
915	0.01527332145
916	0.01525029427
917	0.01522778795
918	0.01522231447
919	0.01520021201
920	0.01515411695
921	0.01513107992
922	0.01511892259
923	0.01509312369
924	0.015082019
925	0.01504636117
926	0.01503790371
927	0.01501781473
928	0.01499671838
929	0.01497782356
930	0.01495640246
931	0.014945007
932	0.01489409921
933	0.01487085838
934	0.01484952205
935	0.01482206194
936	0.01480096364
937	0.01479054265
938	0.01475764393
939	0.01471977409
940	0.01470045521
941	0.0146771179
942	0.01464300847
943	0.01462492931
944	0.01460742278
945	0.01457883463
946	0.01456255113
947	0.01454724753
948	0.01451958461
949	0.01450464576
950	0.01447818884
951	0.01447144869
952	0.01446189748
953	0.01444616788
954	0.01443854684
955	0.01442902206
956	0.0144147088
957	0.01440229827
958	0.01437168926
959	0.01436078921
960	0.01434068922
961	0.0143260284
962	0.01429302572
963	0.01427507498
964	0.0142514195
965	0.01423166391
966	0.01421396792
967	0.01418318445
968	0.0141691175
969	0.01415658678
970	0.01413929659
971	0.014103008
972	0.0140823412
973	0.01405315914
974	0.01404047854
975	0.01401245764
976	0.01399780818
977	0.01397741673
978	0.01396293134
979	0.01394815718
980	0.01394067667
981	0.01392415132
982	0.01390390482
983	0.01388436892
984	0.01387672576
985	0.0138426439
986	0.01383251549
987	0.01382596769
988	0.0138104278
989	0.0137872334
990	0.01376806643
991	0.01374563124
992	0.01372685973
993	0.0136920327
994	0.01367318822
995	0.01365201497
996	0.01362072621
997	0.01361114735
998	0.01359201948
999	0.01358428443
